,Week,AdvertisingSpend,CompetitorPrice,UnitCost,PriceLevel,SeasonIndex,Sales
1174,1175,127,148,80,199,-0.7277164836041754,272
1175,1176,267,90,99,186,-0.5474807371037029,363
1176,1177,94,94,82,106,-0.6246165785135867,286
1177,1178,204,114,115,177,-0.9108702506227081,319
1178,1179,122,112,65,190,-1.671201687169206,182
1179,1180,75,95,81,146,-1.3221730608728004,267
1180,1181,298,113,109,91,-0.7850351409424194,473
1181,1182,96,145,97,185,-1.6319602733048146,240
1182,1183,170,119,96,151,-0.6447456950898356,274
1183,1184,263,107,104,177,-0.6818616957565027,416
1184,1185,288,126,110,98,-0.9586129028460948,513
1185,1186,105,118,113,157,-0.7556369324168363,223
1186,1187,143,149,67,170,-0.7268236221455453,327
1187,1188,156,99,100,106,-0.8580458044035169,364
1188,1189,112,80,108,139,-1.1606774834476814,193
1189,1190,97,142,94,183,-0.37294076572229373,293
1190,1191,110,146,110,129,-0.14589574331606336,410
1191,1192,130,83,70,147,-0.8273003293164868,266
1192,1193,75,137,83,164,-0.7779813885934541,331
1193,1194,85,104,108,174,-0.280354735714761,263
1194,1195,50,126,80,110,-0.30840405894625067,270
1195,1196,57,117,110,107,0.043484772061624995,333
1196,1197,162,94,61,144,0.4829348922134346,460
1197,1198,148,142,99,118,-0.43438546719418714,348
1198,1199,229,100,78,113,0.828986472528267,509
1199,1200,256,136,98,163,0.34272263948068565,494
1200,1201,96,132,87,198,0.7215984403263044,264
1201,1202,176,125,118,106,0.8487404096721416,481
1202,1203,105,93,76,107,0.9691130944304325,497
1203,1204,263,96,65,131,0.8415562971026537,466
1204,1205,63,118,78,173,0.9741242061892229,347
1205,1206,267,88,115,190,1.0217228578670305,434
1206,1207,77,85,97,134,0.7818569771922163,265
1207,1208,264,102,87,171,0.46529231666689497,388
1208,1209,127,138,61,106,0.6342442516704416,416
1209,1210,265,125,97,162,0.9614374802486448,542
1210,1211,179,117,114,103,0.7348998203571369,524
1211,1212,158,93,96,138,0.699667420968562,348
1212,1213,203,141,110,118,1.4252313393590748,531
1213,1214,63,114,111,184,1.080652304891621,327
1214,1215,236,98,63,93,0.6728879583981067,655
1215,1216,105,109,81,171,0.8647331419374402,433
1216,1217,164,104,85,109,0.4419841650538925,477
1217,1218,56,119,108,136,0.4979402022997175,357
1218,1219,52,93,102,196,0.4870934815682292,226
1219,1220,160,105,95,197,0.11403387395600559,349
1220,1221,200,101,117,98,-0.08503848400580225,466
1221,1222,287,127,72,166,0.36717954554054627,435
1222,1223,156,130,111,168,0.063697209904124,326
1223,1224,288,82,117,116,-0.9156989277753663,343
1224,1225,286,121,91,104,-0.5550456660520201,493
1225,1226,67,98,76,181,-0.6991049219520702,211
1226,1227,299,107,100,190,-0.7544061733748667,441
1227,1228,87,124,95,108,-0.4044019716131252,293
1228,1229,276,142,114,179,-0.7427489577699978,342
1229,1230,164,98,119,141,-1.2398727671503122,179
1230,1231,64,126,105,115,-1.000420476740792,243
1231,1232,241,93,78,178,-0.7724949484005589,350
1232,1233,266,117,117,115,-1.0368353220861741,375
1233,1234,168,132,119,115,-1.1861116594471004,341
1234,1235,278,140,94,135,-0.9006342163784415,502
1235,1236,77,115,105,181,-0.50725112726633,328
1236,1237,251,119,99,138,-0.8325143675384994,413
1237,1238,88,109,115,171,-0.5447337887759065,210
1238,1239,234,88,118,185,-1.0587402910126786,337
1239,1240,66,143,87,142,-0.8254924992308835,232
1240,1241,280,112,60,92,-0.7570763435318106,483
1241,1242,135,131,101,155,-0.627518933020487,322
1242,1243,267,93,77,186,-0.43590886481687335,534
1243,1244,175,132,107,131,-0.7404139083602115,375
1244,1245,93,138,99,108,-0.16040508138849432,389
1245,1246,74,120,92,106,-0.727681445974117,364
1246,1247,194,147,71,197,-0.5212636790073417,435
1247,1248,62,147,67,122,0.6406878303519632,364
1248,1249,261,87,83,165,-0.032499541588337316,507
1249,1250,74,81,75,138,0.45817146958342886,408
1250,1251,117,120,109,145,0.8640920047706138,443
1251,1252,187,134,63,152,-0.2296136515897751,420
1252,1253,116,95,97,92,0.9059386007778747,454
1253,1254,282,141,103,196,0.8578057401185669,546
1254,1255,158,127,86,138,1.2406299324510102,460
1255,1256,195,109,68,144,0.46852691739425434,446
1256,1257,160,91,106,115,1.3208324227395993,508
1257,1258,277,114,75,188,0.713191913204605,481
1258,1259,160,90,115,161,1.2873751617090492,401
1259,1260,263,143,71,141,0.9819025633717231,639
1260,1261,83,129,90,189,1.2312306419305417,393
1261,1262,160,100,83,96,1.0073696290896001,510
1262,1263,57,148,114,135,0.4191213421700388,247
1263,1264,217,127,73,135,-0.0011469641977290834,506
1264,1265,162,99,104,189,0.9484306858482602,378
1265,1266,285,146,84,105,0.7438633546042509,563
1266,1267,132,123,93,113,0.8679770335972012,423
1267,1268,91,112,62,150,0.58747661848773,465
1268,1269,218,140,117,143,1.173487961546503,501
1269,1270,150,88,83,151,0.533884310392279,526
1270,1271,55,147,113,90,0.22052056876772178,212
1271,1272,229,114,101,138,0.34052458419162235,383
1272,1273,75,144,68,114,-0.008065758809072052,444
1273,1274,113,87,85,99,0.027879070234212863,430
1274,1275,275,124,79,169,-0.4857807364260651,440
1275,1276,236,126,99,105,-0.24189122484543937,467
1276,1277,233,119,69,147,-0.49796060585306934,495
1277,1278,108,133,78,161,-0.801544159654362,283
1278,1279,158,125,62,118,0.024656013690639744,457
1279,1280,247,126,83,192,-0.9882432692228487,394
1280,1281,278,94,64,181,-0.7464214811385098,366
1281,1282,170,98,62,95,-1.0638262763782795,371
1282,1283,82,105,117,105,-0.796344184389248,256
1283,1284,230,131,86,109,-1.3173317830260833,411
1284,1285,199,101,75,169,-0.7188347702453842,289
1285,1286,70,100,108,160,-0.38186201819040133,304
1286,1287,247,130,74,194,-1.251861771130201,411
1287,1288,119,117,94,167,-0.6276182152936595,236
1288,1289,296,99,71,132,-1.0855056207447604,543
1289,1290,161,108,100,115,-0.48327890636258813,361
1290,1291,53,130,112,179,-0.2289063298244206,231
1291,1292,143,83,103,167,-0.8930953694061989,301
1292,1293,124,134,85,160,-1.204590572439497,386
1293,1294,239,107,106,122,-0.3786973420099624,454
1294,1295,111,83,93,115,-0.5007395843479311,364
1295,1296,143,101,82,134,-0.3141858217104797,326
1296,1297,144,124,90,173,-0.4565583995958411,323
1297,1298,201,146,109,152,-0.5046635098857827,340
1298,1299,104,145,79,156,0.2275677740347619,400
1299,1300,186,113,71,141,0.09593699836678238,475
1300,1301,296,134,82,157,-0.3125304299997853,596
1301,1302,180,80,63,115,0.44537823124841536,375
1302,1303,292,117,82,164,0.5004554664324835,526
1303,1304,80,85,107,91,0.36713349474667933,384
1304,1305,89,104,114,103,1.0540087170038408,310
1305,1306,278,96,107,197,0.47767070953663276,523
1306,1307,85,140,60,119,0.6978147987246314,476
1307,1308,201,91,113,138,1.053578292284122,482
1308,1309,272,85,84,101,0.9084849107524221,506
1309,1310,55,106,61,179,0.5196892963778836,344
1310,1311,115,87,89,133,1.0260816293240826,502
1311,1312,261,144,62,122,0.8683919365084827,664
1312,1313,269,136,117,102,1.257098873474879,589
1313,1314,124,119,80,167,1.0380743772965955,390
1314,1315,53,93,84,177,0.9992941133402732,443
1315,1316,128,114,79,187,0.6205408935697021,443
1316,1317,183,127,108,197,0.8164484332790081,372
1317,1318,167,135,111,115,1.1140141940974635,475
1318,1319,162,128,81,110,0.5155498448086973,490
1319,1320,143,92,80,117,0.6533575913145044,410
1320,1321,297,140,92,137,0.28713093123647193,550
1321,1322,279,128,111,189,0.10957037972825567,512
1322,1323,228,125,97,129,0.3291471735457358,463
1323,1324,111,141,74,155,0.29145601375075736,437
1324,1325,234,87,117,195,0.7186955620250912,335
1325,1326,243,122,117,162,-0.1366381151538529,519
1326,1327,128,99,105,176,-0.13558746054548632,300
1327,1328,252,118,111,168,-0.6143377196788419,450
1328,1329,185,128,74,166,-0.17093288257044906,437
1329,1330,75,143,105,112,-0.34529473823778006,263
1330,1331,228,141,84,170,-0.12154634342370679,439
1331,1332,222,133,80,137,-0.3296360127881701,362
1332,1333,93,88,83,91,-0.6430887475184107,331
1333,1334,182,116,116,173,-0.9640053157702504,320
1334,1335,119,128,117,109,-0.8240554942861824,279
1335,1336,203,120,64,148,-0.968320281324949,439
1336,1337,167,96,65,135,-0.6849225574546574,365
1337,1338,117,100,108,92,-0.7448394271093142,329
1338,1339,68,130,102,144,-1.0889246330964266,282
1339,1340,261,138,107,101,-1.4313070080461183,371
1340,1341,274,118,103,129,-0.5709256273599244,392
1341,1342,69,134,106,155,-0.7604540556384599,139
1342,1343,162,120,82,189,-0.9813030468250153,306
1343,1344,189,118,63,167,-0.6601218614625564,406
1344,1345,96,92,86,105,-0.726052356296107,217
1345,1346,50,143,77,172,-0.26753728037496344,345
1346,1347,139,90,80,123,-1.1469988162726683,281
1347,1348,191,98,87,133,-0.5838804619978208,259
1348,1349,113,90,94,199,0.12511146760105485,379
1349,1350,87,125,81,95,-0.07035614324734507,258
1350,1351,86,124,99,166,0.41124532023893884,399
1351,1352,175,80,82,153,-0.36654212794903146,396
1352,1353,188,119,62,189,0.4421956950368571,464
1353,1354,149,98,99,111,0.5429829913237039,411
1354,1355,126,140,109,107,-0.14991367355611046,370
1355,1356,284,91,69,101,0.3760724851838295,636
1356,1357,52,140,84,141,0.5361060151729248,314
1357,1358,210,112,111,183,0.17725584961057433,454
1358,1359,183,124,108,140,0.6661300502149567,496
1359,1360,227,148,67,193,1.084938808127232,570
1360,1361,297,87,114,160,0.7681791077957868,491
1361,1362,59,104,70,185,1.0076561893876148,435
1362,1363,54,125,64,137,1.0457529022443444,418
1363,1364,200,109,117,108,0.98906585075642,414
1364,1365,187,126,104,95,0.7884453927923714,447
1365,1366,221,128,112,173,1.190353066563222,532
1366,1367,179,126,114,116,0.4948316889682568,446
1367,1368,62,97,96,142,0.93759268423787,392
1368,1369,217,145,115,196,1.301101927808633,496
1369,1370,179,147,118,190,0.6887718909412991,381
1370,1371,133,112,104,137,0.5303143817204208,485
1371,1372,114,115,97,96,0.8807774998734056,355
1372,1373,112,98,88,148,0.6170942749073087,352
1373,1374,150,107,64,158,0.6883573566608553,446
1374,1375,122,119,68,100,0.36615443275114345,485
1375,1376,66,94,118,104,-0.477172070937777,277
1376,1377,58,120,107,153,0.4745107033830439,433
1377,1378,252,118,61,92,0.621007914743514,573
1378,1379,192,81,60,158,0.2646756217955576,397
1379,1380,201,142,99,112,-1.300972981808499,327
1380,1381,87,108,119,142,-0.21927842329085975,247
1381,1382,296,145,110,126,-0.6047469152162841,472
1382,1383,212,130,89,98,-0.893337872814677,341
1383,1384,143,89,70,104,-0.626303009749306,397
1384,1385,144,93,87,92,-0.7931949366410164,377
1385,1386,98,130,103,182,-0.6703865246096918,219
1386,1387,118,118,71,159,-0.8684819688615676,357
1387,1388,111,107,98,106,-1.271259874752106,220
1388,1389,237,82,85,115,-1.1439223504489373,335
1389,1390,285,149,72,110,-1.2140964409955568,470
1390,1391,227,106,118,161,-1.5149449530233339,198
1391,1392,127,81,67,110,-1.4042022672842225,304
1392,1393,166,117,113,100,-1.0342624183916083,172
1393,1394,169,82,87,127,-0.5078900200932253,291
1394,1395,252,95,117,161,-1.0461231495628498,441
1395,1396,186,119,89,195,-1.0502130983194904,296
1396,1397,211,81,68,177,-1.102896790172959,319
1397,1398,125,120,98,124,-0.6539617097421951,383
1398,1399,276,91,90,103,-0.2142869463481168,433
1399,1400,84,114,117,103,0.1360816578787925,370
1400,1401,50,144,80,99,-0.26898507402603916,395
1401,1402,89,134,115,101,-0.19731754149662928,343
1402,1403,113,124,106,127,-0.2835786124314079,232
1403,1404,199,141,93,197,-0.11296998644731707,367
1404,1405,109,128,114,199,0.3092892075705286,471
1405,1406,113,104,90,123,0.1448530646686092,347
1406,1407,142,102,111,130,0.30592015289232194,540
1407,1408,121,103,84,99,0.45711898961860825,505
1408,1409,60,117,71,106,0.39081631345891255,390
1409,1410,154,107,60,106,0.6406288805175356,480
1410,1411,278,100,114,156,0.1426889095338525,453
1411,1412,63,133,81,151,0.9876346307991928,398
1412,1413,109,97,99,184,1.5909875773448283,386
1413,1414,79,115,96,90,0.7694031581364893,372
1414,1415,84,124,106,101,1.0830929609265512,325
1415,1416,262,132,60,192,1.2481817701719096,535
1416,1417,214,109,60,93,1.3840645818152384,673
1417,1418,54,139,116,131,0.9134124274760015,286
1418,1419,132,111,101,102,0.42994664131943683,459
1419,1420,172,146,113,187,1.0151858279400516,340
1420,1421,127,146,101,195,0.9240446328495313,418
1421,1422,203,107,80,174,0.719283953490875,476
1422,1423,111,123,74,175,0.7084571113057974,487
1423,1424,181,120,76,93,0.7062267917461065,486
1424,1425,138,142,81,171,0.6765933443623185,313
1425,1426,286,102,97,158,0.5606660851157448,503
1426,1427,91,127,94,108,0.2892991891921901,397
1427,1428,138,111,104,91,0.3545993147833555,396
1428,1429,195,136,75,101,0.03502742577286887,488
1429,1430,89,112,67,170,0.19260765046059197,345
1430,1431,121,103,106,163,-0.3087695308982573,227
1431,1432,88,118,76,187,-0.21739820664268142,248
1432,1433,153,113,76,95,-0.8417264616776784,332
1433,1434,63,135,113,97,-0.5756963128808954,257
1434,1435,81,107,85,140,-0.39781813039217634,433
1435,1436,228,116,72,100,-0.9732431182531923,498
1436,1437,174,86,76,152,-0.8445408910761297,385
1437,1438,215,147,97,146,-1.544504730866727,380
1438,1439,146,116,76,101,-1.2958782582128037,344
1439,1440,72,135,107,162,-1.266958609519586,226
1440,1441,112,144,73,91,-0.9404165021945629,355
1441,1442,192,144,104,97,-0.8926861703802391,367
1442,1443,274,126,65,100,-1.016816669782059,391
1443,1444,202,99,94,142,-1.1074868889642702,304
1444,1445,194,98,105,189,-1.0846723419306794,301
1445,1446,274,108,73,99,-0.7202025179732683,435
1446,1447,288,139,106,174,-0.8216100715883057,398
1447,1448,296,97,67,173,-0.9231675447852746,461
1448,1449,243,114,74,97,-0.3605208995987101,505
1449,1450,255,122,113,125,-0.07813014594198642,470
1450,1451,102,90,86,182,-0.9417874818012499,302
1451,1452,153,128,72,195,-0.3079701509806004,392
1452,1453,153,117,108,165,0.5723619952633767,393
1453,1454,228,143,90,103,-0.15525400197249473,489
1454,1455,88,148,112,143,-0.08590388940605517,222
1455,1456,228,87,115,174,-0.016720181968090938,376
1456,1457,247,113,94,175,0.26759113550254693,462
1457,1458,183,127,119,110,0.4657854142525045,499
1458,1459,116,135,65,197,-0.01882517520822874,396
1459,1460,184,144,64,139,0.4567780835571182,430
1460,1461,228,110,81,183,-0.11278461261808526,456
1461,1462,249,83,117,128,0.600327673254335,523
1462,1463,91,129,108,109,0.47770417002449456,382
1463,1464,241,148,82,177,0.9247371396342872,563
1464,1465,293,109,84,176,0.38854186751090747,395
1465,1466,64,138,93,96,0.7813210495476833,277
1466,1467,160,146,85,98,1.2609050925822356,463
1467,1468,206,124,106,90,0.7898089286647799,495
1468,1469,82,83,64,115,0.42851926677463426,455
1469,1470,293,105,85,127,1.0699688200367499,544
1470,1471,271,106,79,127,0.7949831194982602,504
1471,1472,280,125,65,150,0.8792506118635515,613
1472,1473,204,143,65,133,0.6664951497144357,511
1473,1474,213,130,118,175,1.4153028892376645,469
1474,1475,206,129,109,133,0.28108892741505975,435
1475,1476,87,85,77,163,1.513171341809085,490
1476,1477,234,138,63,151,0.45087378750577567,576
1477,1478,146,94,76,95,0.5197571449092291,437
1478,1479,278,109,116,106,0.18216596176117725,596
1479,1480,204,121,73,140,0.05432559633092726,472
1480,1481,232,116,73,127,-0.11491229077446931,551
1481,1482,82,121,72,113,0.18037738861307986,329
1482,1483,245,114,66,140,-0.5437765883434307,427
1483,1484,135,85,103,99,-0.13008310101475618,304
1484,1485,115,147,114,161,-1.0099527075580852,260
1485,1486,59,97,74,110,-0.38266454070122813,296
1486,1487,54,108,78,159,-0.31332196495149484,284
1487,1488,172,138,102,174,-1.0454783904329876,407
1488,1489,123,126,106,146,-0.5448879676554672,358
1489,1490,146,96,103,128,-0.8075682427063555,286
1490,1491,167,101,94,177,-0.4059280890458451,352
1491,1492,87,147,76,122,-1.1915781573787347,374
1492,1493,190,148,94,148,-0.1261460463092372,460
1493,1494,208,116,78,107,-1.7099435203956248,421
1494,1495,96,128,79,145,-1.0988511401908376,251
1495,1496,277,92,95,181,-1.5022797872849323,302
1496,1497,158,113,94,146,-0.41562556437112375,313
1497,1498,265,132,91,185,-1.013526540830165,370
1498,1499,229,130,117,165,-0.9369615488640032,282
1499,1500,233,82,107,137,-0.6900124364680982,386
1500,1501,64,121,103,131,-0.7499523040692884,277
1501,1502,206,111,99,116,-0.8412511251612117,459
1502,1503,185,130,83,163,-0.9450589219198812,248
1503,1504,54,125,76,199,-0.4141691513437441,216
1504,1505,206,100,66,141,-0.24095479723571547,461
1505,1506,96,123,102,131,-0.03070249336705519,350
1506,1507,117,90,109,121,0.4532813748366535,363
1507,1508,125,147,60,195,-0.6521306713241976,421
1508,1509,222,80,94,115,0.10022152104951994,416
1509,1510,179,142,91,114,0.5968370150339746,452
1510,1511,204,103,95,164,0.31724815971087306,376
1511,1512,144,92,72,112,-0.23672856406420817,288
1512,1513,164,90,65,187,0.18075287427616704,401
1513,1514,292,130,117,146,0.7616936131439859,500
1514,1515,213,96,73,141,0.8361699366361043,481
1515,1516,85,103,96,193,1.024739775395952,303
1516,1517,75,98,107,176,0.6511533425887499,309
1517,1518,92,116,74,182,1.0129812131612035,353
1518,1519,76,87,106,120,0.6871828250571494,340
1519,1520,118,107,63,153,1.0706962721911597,477
1520,1521,197,84,99,160,1.015963659131062,460
1521,1522,60,96,118,193,0.7464508680491824,268
1522,1523,123,115,75,122,1.4383969066548554,517
1523,1524,153,98,87,174,0.4233254576367018,398
1524,1525,87,143,75,91,0.8429697307500519,508
1525,1526,183,90,63,107,0.5701121965963589,522
1526,1527,249,133,104,136,1.2987713589279914,631
1527,1528,72,124,85,122,0.8426420605269237,423
1528,1529,96,126,87,190,0.3732716341200353,285
1529,1530,139,91,91,187,0.3808085852476707,351
1530,1531,95,100,104,173,0.9129820992367013,358
1531,1532,156,90,61,124,-0.04456702523142472,445
1532,1533,189,84,90,140,-0.40879777141382545,462
1533,1534,267,135,62,107,0.08730205873915503,514
1534,1535,190,99,113,199,-0.026444570032946355,345
1535,1536,153,120,67,177,-0.03950529227060551,450
1536,1537,239,125,83,161,-0.15281715878096316,472
1537,1538,259,91,74,119,0.06648852317637644,596
1538,1539,266,149,102,133,-1.0835059938439686,342
1539,1540,274,96,90,142,-1.0239636166344033,429
1540,1541,160,98,68,99,-0.5498497479872387,441
1541,1542,153,105,98,176,-1.154671516407988,315
1542,1543,109,127,104,141,-1.3224324176310092,236
1543,1544,220,131,61,138,-0.3752628769998291,495
1544,1545,253,149,67,100,-1.4569244569253372,418
1545,1546,285,134,66,155,-1.0980904852312448,412
1546,1547,149,112,115,147,-1.0178102353694214,228
1547,1548,289,141,103,179,-0.5999678815090717,375
1548,1549,117,102,110,125,-1.5315827349108,204
1549,1550,182,94,98,122,-0.810373697233537,343
1550,1551,169,106,101,136,-1.1525691431312253,278
1551,1552,86,143,116,102,-0.6347005021159229,280
1552,1553,121,130,75,129,-1.0205530659791553,385
1553,1554,176,132,94,178,-0.19143078138507302,342
1554,1555,155,130,89,157,-0.8383557522590376,445
1555,1556,290,126,69,131,-1.2033170838107417,489
1556,1557,141,83,97,108,-0.5912596619649428,329
1557,1558,80,86,77,171,-0.3177056974582358,260
1558,1559,171,114,109,190,0.20416948169336813,339
1559,1560,186,127,64,183,-0.37752444916949773,406
1560,1561,295,124,112,108,-0.2510571578789128,371
1561,1562,100,98,88,147,0.5274890354002483,417
1562,1563,78,142,98,112,-0.0579626483461495,212
1563,1564,255,117,119,143,0.4110281396262717,482
1564,1565,89,146,93,169,0.5204693916904218,295
1565,1566,90,138,102,154,0.7283965191436839,326
1566,1567,263,148,104,101,0.5235562850563265,522
1567,1568,60,92,82,113,0.5448855498912808,445
1568,1569,200,126,64,123,0.985924358178896,471
1569,1570,50,140,89,142,0.6662174867344809,387
1570,1571,95,110,65,97,0.562951060390296,480
1571,1572,150,101,115,107,1.3610488704535588,345
1572,1573,198,122,117,146,1.1464286144137548,436
1573,1574,139,146,105,94,1.5229595928276582,589
1574,1575,159,133,103,115,1.2061321127911382,405
1575,1576,213,89,63,119,0.5545731471959761,553
1576,1577,231,121,88,143,0.9143667976712189,519
1577,1578,264,143,82,102,0.5182953894781742,579
1578,1579,106,100,65,172,0.2530278691556384,366
1579,1580,50,145,91,118,0.5289628403197979,370
1580,1581,112,120,101,92,0.8625246093208828,373
1581,1582,231,103,77,179,0.5471969852800285,458
1582,1583,104,114,74,193,-0.06266335233509523,355
1583,1584,164,135,99,147,0.09461319172372915,427
1584,1585,217,109,117,165,0.07767670465274125,438
1585,1586,192,136,91,91,-0.5067337361912495,403
1586,1587,198,126,68,164,0.09341502931928443,505
1587,1588,224,114,96,197,-0.3079361721651681,406
1588,1589,250,98,69,117,-0.771783345322146,363
1589,1590,102,87,79,171,-0.8988752501660646,242
1590,1591,186,105,65,166,-0.2378655632546568,349
1591,1592,251,109,107,190,-0.7773665678845242,316
1592,1593,229,86,115,175,-0.39140513948415717,327
1593,1594,106,146,118,165,-0.3513372219228451,322
1594,1595,166,144,62,91,-0.5787215437964393,402
1595,1596,203,115,101,190,-1.09504576667066,346
1596,1597,218,104,70,96,-1.7202959532962367,352
1597,1598,84,116,102,115,-0.8988099827376034,221
1598,1599,112,80,76,179,-0.3725270890664356,268
1599,1600,293,94,91,177,-1.0033258975502015,466
1600,1601,74,116,63,165,-1.5678864730658013,238
1601,1602,139,92,63,105,-1.1374797916144546,374
1602,1603,124,87,76,112,-0.9405760080832534,379
1603,1604,87,84,100,129,-1.1523804361196095,232
1604,1605,179,139,78,149,-1.5176969385650785,218
1605,1606,184,80,64,162,-0.6924778893053173,369
1606,1607,259,115,91,121,-0.8035276206384667,406
1607,1608,268,114,81,104,0.06708432622621391,608
1608,1609,211,145,115,190,-0.3242948406477073,389
1609,1610,140,142,65,102,-0.09844199521804309,386
1610,1611,66,102,94,94,-0.15626252330413554,326
1611,1612,177,88,81,164,0.028119990952141297,418
1612,1613,220,113,60,163,-0.3751531062533263,370
1613,1614,236,125,79,141,-0.07273422727882711,535
1614,1615,157,83,81,166,0.6811892974383242,407
1615,1616,228,109,107,130,0.5275617629628189,533
1616,1617,231,82,114,142,0.4485126713664005,457
1617,1618,201,93,70,199,0.8089740306805413,556
1618,1619,74,139,72,139,0.9002693211232703,444
1619,1620,248,124,118,104,1.4202522557768997,595
1620,1621,229,113,101,195,0.9343759288188715,463
1621,1622,247,124,62,96,0.6162639700323288,613
1622,1623,294,140,68,129,0.9362328725513497,535
1623,1624,137,95,119,117,1.1749785622344668,419
1624,1625,210,145,71,121,1.2986977034286107,492
1625,1626,226,119,82,188,0.5081993124596916,401
1626,1627,78,96,73,104,1.0470538332735968,390
1627,1628,112,113,92,189,0.6658397644359781,414
1628,1629,284,95,77,174,0.7154664482673843,524
1629,1630,199,139,108,159,1.076735753166678,497
1630,1631,203,145,118,154,0.9723853100006886,449
1631,1632,205,145,100,93,0.4596769198815415,536
1632,1633,163,92,68,100,0.5207121404191393,458
1633,1634,262,135,82,197,0.30389863350753943,517
1634,1635,98,110,69,115,1.2221157840295862,411
1635,1636,248,113,78,150,0.32282311422115234,572
1636,1637,130,118,106,126,-0.13130779712650856,426
1637,1638,133,146,64,112,0.3966501438663349,451
1638,1639,154,87,106,182,0.28670172944965544,330
1639,1640,226,134,111,174,0.298185548869511,347
1640,1641,197,106,82,198,0.2717932177104931,377
1641,1642,167,132,89,198,-0.25240870718391173,236
1642,1643,135,118,84,180,-0.6730202698645841,251
1643,1644,269,144,87,192,-0.7239076885220882,448
1644,1645,112,96,93,129,-0.8361333386530482,270
1645,1646,238,109,104,166,-0.9441104760473554,501
1646,1647,153,132,115,112,-0.5134749834666292,323
1647,1648,98,92,107,105,-0.9347999706046123,241
1648,1649,120,100,106,183,-0.6795152579811856,307
1649,1650,50,98,84,150,-0.7897539076637592,146
1650,1651,273,132,69,157,-1.329596488936625,359
1651,1652,190,98,73,193,-1.5078618750567383,350
1652,1653,271,136,101,169,-1.341940707431575,378
1653,1654,264,104,116,120,-1.0630281530046535,387
1654,1655,228,110,105,142,-0.8451575955728463,319
1655,1656,172,134,117,195,-1.0174739640969819,279
1656,1657,233,102,89,114,-0.5375912041487768,383
1657,1658,260,111,114,133,-0.8214282165658837,421
1658,1659,111,141,100,101,-0.4909775152759898,275
1659,1660,81,89,84,179,-0.42944866784521385,240
1660,1661,207,133,73,190,0.16572504049367615,542
1661,1662,78,131,94,186,-0.5318879418176634,258
1662,1663,98,99,111,181,0.5419890470910723,306
1663,1664,222,111,107,98,-0.1783049558218608,413
1664,1665,270,93,93,101,-0.28148038685291926,503
1665,1666,79,129,69,158,0.174241167159605,376
1666,1667,193,107,94,143,1.3266466316335672,513
1667,1668,217,132,70,143,0.7332847425493534,538
1668,1669,68,103,70,117,0.7489539777635388,389
1669,1670,67,101,80,145,0.9016787167332403,365
1670,1671,50,109,80,188,0.5176327088204047,315
1671,1672,127,142,81,158,0.9207971788034153,339
1672,1673,164,83,104,187,0.8862067157483383,516
1673,1674,224,138,66,199,1.4777362672787344,621
1674,1675,291,87,114,187,0.9383355024500559,443
1675,1676,243,91,76,166,0.8792259107248289,554
1676,1677,295,110,61,192,0.6505601807892634,483
1677,1678,269,113,71,195,1.0347132201607425,515
1678,1679,162,128,116,198,1.0588273674817017,323
1679,1680,163,136,101,147,0.5745397862432553,447
1680,1681,271,105,77,167,1.0214051068713865,484
1681,1682,215,97,113,164,0.8929377230321139,487
1682,1683,228,117,118,131,1.0525444761362248,547
1683,1684,112,129,70,127,1.026833093611375,432
1684,1685,181,87,75,157,0.5963485348154424,460
1685,1686,178,120,108,142,0.15381370680413553,367
1686,1687,57,85,110,122,0.10541841287915638,288
1687,1688,206,148,77,160,0.7679539632112917,480
1688,1689,104,123,94,145,0.1701834981921179,397
1689,1690,152,143,112,194,0.5238461338653359,285
1690,1691,180,108,118,161,0.029044765290856117,313
1691,1692,81,107,85,190,-0.01319497313399376,239
1692,1693,59,90,75,140,-0.0729878021710938,304
1693,1694,251,144,65,163,-0.8316648163666085,493
1694,1695,260,98,116,132,-0.47597952169739355,438
1695,1696,159,88,103,104,-1.034222328649416,276
1696,1697,211,106,102,127,-0.8339844525343479,210
1697,1698,173,113,106,104,-0.6309329750567363,342
1698,1699,274,123,106,94,-1.1930561928129455,450
1699,1700,136,147,107,182,-0.7672150453271059,425
1700,1701,104,94,101,172,-1.4204525130658,165
1701,1702,269,130,71,143,-0.6497129269095829,430
1702,1703,81,92,119,140,-1.1993311546316043,211
1703,1704,227,128,72,99,-1.3008441013636909,401
1704,1705,184,149,63,101,-1.401548592223378,456
1705,1706,142,135,98,93,-1.1088223925367222,290
1706,1707,57,130,113,184,-1.4577395677402454,134
1707,1708,114,116,61,107,-0.9875036076261453,380
1708,1709,106,96,85,169,-0.41866464057117836,325
1709,1710,296,137,118,193,-0.719736138162741,461
1710,1711,116,108,86,125,-0.9213203315031597,271
1711,1712,265,112,86,114,-0.39684417707313124,553
1712,1713,264,139,74,176,-0.31323615428006135,383
1713,1714,236,134,67,165,0.34766732448814,434
1714,1715,121,89,66,187,0.11667962530678949,412
1715,1716,103,126,106,125,0.09167943815185252,334
1716,1717,298,102,114,190,0.3920566447631664,534
1717,1718,288,100,105,156,0.19900134383352663,477
1718,1719,278,92,99,98,0.3319809327706717,517
1719,1720,116,112,119,150,0.9624052630732165,329
1720,1721,100,103,71,142,0.07739103868629155,376
1721,1722,146,90,72,107,0.9535063121830498,550
1722,1723,141,96,102,132,0.7152733054647686,429
